,id,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance
583,250080570,73,17,12,50,2,1,1,2
584,250066131,72.67,93,68,0,0,0,13,3
585,250002096,72.34,51,37,0,0,0,0,3
586,250096954,72.34,45,33,0,0,0,0,3
587,250187238,72.34,39,29,0,0,0,0,3
588,250196543,72.34,17,11,0,1,0,0,3
589,250171278,72,100,71,0,0,0,11,3
590,250115192,72,66,51,0,2,0,2,3
591,250076574,72,49,35,33.34,3,1,0,3
592,250200231,72,34,26,33.34,6,2,0,3
593,250177886,71.67,57,41,40,5,2,4,3
594,250079383,71.67,28,20,50,2,1,0,3
595,250079670,71.5,52,41,57.15,7,4,1,2
596,250106148,71.34,70,50,66.67,6,4,1,3
597,250171301,71,41,29,0,0,0,0,3
598,250144965,71,37,24,0,2,0,0,3
599,250132309,71,20,15,25,4,1,0,2
600,250043066,70.67,104,77,0,1,0,6,3
601,250023009,70.67,73,52,33.34,3,1,0,3
602,250026229,70.5,59,44,0,0,0,6,2
603,1903428,70.5,42,30,0,1,0,0,2
604,250167977,70,64,47,0,0,0,0,3
605,250007631,70,54,38,0,0,0,3,1
606,250138250,70,37,26,0,0,0,2,1
607,250005343,69.67,103,72,0,0,0,0,3
608,250112186,69.34,26,18,0,1,0,0,3
609,250200298,69.34,19,15,0,1,0,0,3
610,250013022,69,64,44,33.34,3,1,1,3
611,250102035,69,47,37,0,0,0,0,3
612,250163400,69,41,29,50,4,2,0,3
613,250112880,68.67,103,74,27.28,11,3,5,3
614,250081223,68.67,82,55,100,1,1,1,3
615,250156235,68.67,20,14,0,0,0,0,3
616,250117406,68.34,19,13,0,0,0,0,3
617,250006714,68,105,71,0,0,0,21,3
618,250086263,68,76,56,40,5,2,2,3
619,250106649,68,74,58,20,5,1,0,3
620,250163731,68,48,40,66.67,3,2,1,2
621,250116067,68,29,20,0,4,0,0,2
622,250123428,67.5,9,6,0,1,0,0,2
623,103806,67,15,10,0,0,0,0,1
624,250077644,67,6,4,0,0,0,0,1
625,250177597,67,6,4,0,0,0,0,1
626,250197801,67,3,2,0,0,0,0,1
627,250164781,67,3,2,0,0,0,0,1
628,250129175,66.67,22,14,0,1,0,0,3
629,250067749,66.5,28,22,0,0,0,0,2
630,250067629,66.5,16,11,0,1,0,1,2
631,250063617,66,41,27,0,4,0,5,1
632,250157930,65.67,57,38,20,5,1,1,3
633,250153634,65.5,20,13,0,3,0,0,2
634,250105612,65.34,93,58,0,0,0,8,3
635,250135068,64,105,68,0,0,0,7,3
636,250054969,64,45,29,0,0,0,2,1
637,250127111,63,40,27,0,0,0,0,3
638,250138928,62.67,90,83,0,0,0,2,3
639,250183519,62.67,32,21,0,2,0,0,3
640,250064273,62.34,20,12,0,0,0,0,3
641,250177879,62,13,8,0,0,0,0,1
642,250032786,61.67,128,118,0,0,0,2,3
643,250198501,61.67,25,23,0,0,0,0,3
644,250174063,60.67,13,8,0,0,0,0,3
645,250167111,60,32,19,0,0,0,0,3
646,250147342,59.34,53,31,0,2,0,0,3
647,250157134,59,65,38,0,0,0,5,3
648,250124849,59,60,54,22.23,9,2,3,3
649,250105717,58.34,48,27,50,4,2,0,3
650,250112400,57.67,70,39,25,8,2,3,3
651,250086789,57.67,35,29,0,0,0,0,3
652,250042631,57.34,57,48,100,1,1,0,3
653,250137525,56.5,33,25,0,0,0,0,2
654,250099459,56,24,17,0,0,0,0,3
655,250128409,56,19,15,0,2,0,0,3
656,250156459,55.67,14,8,0,0,0,0,3
657,250189047,55,35,28,0,3,0,0,3
658,250146926,54.67,18,10,0,0,0,0,3
659,250160568,54,65,36,50,8,4,0,3
660,250117471,54,22,20,0,1,0,0,3
661,250142158,53.34,7,5,0,0,0,0,3
662,250133390,52,29,23,100,1,1,1,3
663,250181082,50,13,13,0,0,0,1,2
664,250161761,50,9,9,0,0,0,0,2
665,107044,50,8,8,0,1,0,0,2
666,250183092,50,8,4,0,0,0,0,3
667,250200307,50,4,2,0,0,0,0,1
668,250004986,50,4,2,0,0,0,0,1
669,250187899,50,2,2,0,1,0,0,2
670,250092194,50,2,1,0,0,0,0,1
671,250139255,50,2,1,0,0,0,0,1
672,250187837,48.5,12,6,0,2,0,0,2
673,250134728,46,78,71,20,5,1,4,2
674,250198119,46,13,12,25,4,1,0,2
675,250079112,45,31,14,0,0,0,6,1
676,250088320,44.5,29,25,0,1,0,0,2
677,250022869,44.34,13,6,0,0,0,0,3
678,250105818,43.67,81,35,0,0,0,12,3
679,250077453,40,20,16,50,4,2,0,2
680,250141610,37.5,5,3,0,0,0,0,2
681,250187620,37.5,4,3,0,0,0,0,2
682,250198274,37.5,4,3,0,0,0,0,2
683,250193506,36.5,16,11,100,1,1,0,2
684,1909868,33.5,9,6,0,1,0,0,2
685,250055109,33.5,3,2,0,0,0,0,2
686,250138982,33.5,3,2,0,0,0,0,2
687,250183510,20,5,1,0,0,0,0,1
688,250097935,0,2,0,0,0,0,0,1
689,250197800,0,0,0,0,1,0,0,1
690,250126267,0,0,0,0,0,0,0,1
691,250042521,0,0,0,0,0,0,0,1
692,93443,,,,0,,,,
693,69178,,,,0,,,,
694,250204164,,,,0,,,,
695,250202692,,,,0,,,,
696,250201731,,,,0,,,,
697,250201718,,,,0,,,,
698,250200248,,,,0,,,,
699,250199905,,,,0,,,,
700,250199902,,,,0,,,,
701,250199900,,,,0,,,,
702,250199899,,,,0,,,,
703,250199543,,,,0,,,,
704,250199225,,,,0,,,,
705,250198502,,,,0,,,,
706,250198498,,,,0,,,,
707,250197866,,,,0,,,,
708,250196593,,,,0,,,,
709,250196587,,,,0,,,,
710,250196584,,,,0,,,,
711,250196544,,,,0,,,,
712,250196542,,,,0,,,,
713,250195173,,,,0,,,,
714,250193410,,,,0,,,,
715,250192873,,,,0,,,,
716,250192699,,,,0,,,,
717,250192405,,,,0,,,,
718,250192269,,,,0,,,,
719,250190780,,,,0,,,,
720,250190776,,,,0,,,,
721,250190774,,,,0,,,,
722,250190375,,,,0,,,,
723,250190117,,,,0,,,,
724,250189610,,,,0,,,,
725,250189230,,,,0,,,,
726,250189174,,,,0,,,,
727,250189136,,,,0,,,,
728,250188470,,,,0,,,,
729,250188129,,,,0,,,,
730,250187771,,,,0,,,,
731,250186116,,,,0,,,,
732,250184504,,,,0,,,,
733,250183894,,,,0,,,,
734,250183341,,,,0,,,,
735,250182971,,,,0,,,,
736,250180810,,,,0,,,,
737,250180112,,,,0,,,,
738,250179734,,,,0,,,,
739,250179137,,,,0,,,,
740,250178085,,,,0,,,,
741,250178076,,,,0,,,,
742,250178067,,,,0,,,,
743,250177933,,,,0,,,,
744,250177612,,,,0,,,,
745,250177593,,,,0,,,,
746,250177426,,,,0,,,,
747,250177381,,,,0,,,,
748,250176532,,,,0,,,,
749,250176488,,,,0,,,,
750,250176477,,,,0,,,,
751,250176229,,,,0,,,,
752,250176213,,,,0,,,,
753,250176212,,,,0,,,,
754,250176188,,,,0,,,,
755,250174995,,,,0,,,,
756,250174737,,,,0,,,,
757,250174331,,,,0,,,,
758,250172534,,,,0,,,,
759,250171659,,,,0,,,,
760,250171100,,,,0,,,,
761,250170952,,,,0,,,,
762,250170141,,,,0,,,,
763,250170133,,,,0,,,,
764,250170117,,,,0,,,,
765,250169918,,,,0,,,,
766,250169894,,,,0,,,,
767,250169891,,,,0,,,,
768,250169577,,,,0,,,,
769,250169576,,,,0,,,,
770,250168729,,,,0,,,,
771,250168060,,,,0,,,,
772,250165547,,,,0,,,,
773,250164989,,,,0,,,,
774,250164740,,,,0,,,,
775,250164626,,,,0,,,,
776,250164169,,,,0,,,,
777,250164068,,,,0,,,,
778,250164054,,,,0,,,,
779,250163658,,,,0,,,,
780,250163505,,,,0,,,,
781,250163224,,,,0,,,,
782,250162627,,,,0,,,,
783,250162176,,,,0,,,,
784,250160990,,,,0,,,,
785,250160835,,,,0,,,,
786,250159294,,,,0,,,,
787,250154458,,,,0,,,,
788,250154332,,,,0,,,,
789,250154301,,,,0,,,,
790,250153773,,,,0,,,,
791,250153677,,,,0,,,,
792,250153412,,,,0,,,,
793,250150470,,,,0,,,,
794,250148144,,,,0,,,,
795,250144288,,,,0,,,,
796,250139387,,,,0,,,,
797,250139028,,,,0,,,,
798,250138956,,,,0,,,,
799,250138635,,,,0,,,,
800,250138623,,,,0,,,,
801,250138286,,,,0,,,,
802,250137521,,,,0,,,,
803,250137395,,,,0,,,,
804,250135608,,,,0,,,,
805,250135499,,,,0,,,,
806,250135497,,,,0,,,,
807,250134952,,,,0,,,,
808,250129928,,,,0,,,,
809,250129831,,,,0,,,,
810,250128391,,,,0,,,,
811,250127502,,,,0,,,,
812,250127149,,,,0,,,,
813,250127130,,,,0,,,,
814,250127024,,,,0,,,,
815,250124400,,,,0,,,,
816,250123440,,,,0,,,,
817,250123020,,,,0,,,,
818,250118962,,,,0,,,,
819,250118787,,,,0,,,,
820,250117408,,,,0,,,,
821,250116759,,,,0,,,,
822,250116069,,,,0,,,,
823,250113263,,,,0,,,,
824,250109859,,,,0,,,,
825,250109381,,,,0,,,,
826,250109378,,,,0,,,,
827,250108031,,,,0,,,,
828,250107089,,,,0,,,,
829,250106979,,,,0,,,,
830,250106880,,,,0,,,,
831,250105664,,,,0,,,,
832,250104128,,,,0,,,,
833,250104101,,,,0,,,,
834,250103498,,,,0,,,,
835,250102417,,,,0,,,,
836,250101698,,,,0,,,,
837,250096761,,,,0,,,,
838,250088389,,,,0,,,,
839,250088122,,,,0,,,,
840,250088117,,,,0,,,,
841,250087542,,,,0,,,,
842,250086637,,,,0,,,,
843,250082738,,,,0,,,,
844,250082625,,,,0,,,,
845,250081634,,,,0,,,,
846,250079522,,,,0,,,,
847,250074072,,,,0,,,,
848,250070418,,,,0,,,,
849,250069830,,,,0,,,,
850,250067821,,,,0,,,,
851,250066521,,,,0,,,,
852,250065307,,,,0,,,,
853,250064310,,,,0,,,,
854,250061507,,,,0,,,,
855,250058260,,,,0,,,,
856,250058121,,,,0,,,,
857,250056861,,,,0,,,,
858,250056735,,,,0,,,,
859,250042779,,,,0,,,,
860,250042778,,,,0,,,,
861,250041563,,,,0,,,,
862,250040599,,,,0,,,,
863,250029377,,,,0,,,,
864,250022366,,,,0,,,,
865,250017814,,,,0,,,,
866,250015753,,,,0,,,,
867,250011071,,,,0,,,,
868,250000104,,,,0,,,,
869,108908,,,,0,,,,
870,108501,,,,0,,,,
871,103827,,,,0,,,,
872,101585,,,,0,,,,
