id_player,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance
250113373,83,39,32,0,0,0,1,4
250041770,82.8,161,139,9.1,11,1,0,5
250196586,82.75,171,145,0,0,0,11,4
250186923,82.67,121,104,25,8,2,4,3
250174849,82.67,46,39,0,0,0,1,3
250163786,82.6,190,159,66.67,3,2,2,5
250187672,82.6,182,151,25,4,1,5,5
250171055,82.6,133,110,23.08,13,3,0,5
250112122,82.6,120,98,33.34,6,2,3,5
250159544,82.5,84,70,0,0,0,0,4
250005231,82.5,51,43,0,2,0,0,4
250113444,82.4,143,117,0,0,0,11,5
250087877,82.34,86,70,0,0,0,10,3
250122746,82.34,78,67,0,5,0,0,3
250081553,82.25,132,108,38.89,18,7,2,4
250000679,82.2,140,118,0,0,0,0,5
104733,82,183,155,0,0,0,7,5
250112842,82,141,119,33.34,3,1,3,4
1907188,82,105,88,0,0,0,9,3
250113947,82,97,82,10,10,1,3,4
250138382,82,95,78,21.43,14,3,0,3
250166754,82,55,42,25,4,1,2,3
250139255,82,48,46,0,0,0,1,3
250188246,82,48,39,20,5,1,2,2
250014114,82,40,33,0,0,0,0,1
250153349,81.8,234,193,20,15,3,3,5
250056159,81.8,154,127,25,4,1,3,5
250156457,81.8,119,101,0,0,0,4,5
250091165,81.8,113,91,4.77,21,1,4,5
250090809,81.75,98,75,50,4,2,0,4
250193519,81.75,56,45,50,4,2,1,4
250115487,81.75,37,29,0,0,0,0,4
250135339,81.67,92,74,28.58,7,2,1,3
250128385,81.6,46,34,22.23,9,2,0,5
250192048,81.5,128,106,25,12,3,2,4
250102417,81.5,72,58,0,1,0,4,2
250101723,81.5,68,58,0,2,0,1,4
250164781,81.5,26,24,0,0,0,0,2
97746,81.41,213,177,0,0,0,12,5
250158901,81.41,178,152,0,0,0,8,5
250012069,81.41,104,84,0,0,0,7,5
250128451,81.34,125,102,16.67,12,2,4,3
250135615,81.34,31,25,0,0,0,0,3
250124430,81.2,191,158,0,3,0,1,5
250063980,81.2,190,154,0,0,0,10,5
250169705,81.2,189,155,25,4,1,0,5
250189363,81.2,183,151,18.19,11,2,6,5
250113276,81.2,118,97,28.58,14,4,0,5
250086315,81.2,72,60,0,2,0,0,5
250198240,81,180,148,40,10,4,13,5
250112690,81,105,83,28.58,14,4,0,5
250116904,81,94,80,100,1,1,0,4
250011668,81,89,73,0,0,0,9,3
250194673,81,66,53,0,1,0,1,4
250127347,81,56,45,0,2,0,0,2
250055899,81,52,41,0,0,0,3,2
250177879,81,15,10,0,0,0,0,2
250131541,80.8,162,131,0,7,0,1,5
250130414,80.8,161,134,25,20,5,6,5
250108215,80.8,107,86,0,0,0,2,5
250188247,80.6,252,204,100,1,1,12,5
250161140,80.6,111,89,25,4,1,4,5
250118281,80.6,58,47,0,1,0,0,5
250106939,80.5,126,100,23.81,21,5,3,4
250099258,80.5,118,95,46.67,15,7,0,4
250110894,80.5,103,84,0,2,0,1,2
250116699,80.5,59,52,0,0,0,0,2
250112117,80.5,42,32,0,1,0,0,2
250052849,80.5,37,30,0,7,0,0,2
250097638,80.41,109,89,20,10,2,1,5
250129746,80.41,56,47,0,2,0,1,5
1903428,80.34,45,33,0,1,0,0,3
250115134,80.34,38,31,0,0,0,1,3
