id_player,cluster
250099459,1
250094540,2
250091841,1
250091198,2
250089719,2
250089626,1
250089276,1
250087967,1
250087877,2
250086709,1
250086263,2
250078922,2
250077750,2
250073809,2
250067334,2
250067295,2
250066131,2
250063957,2
250061589,1
250058270,2
250058220,2
250058215,1
250058044,2
250056982,1
250056189,2
250055109,1
250052744,2
250042632,2
250042521,1
250042329,2
250039931,2
250014636,2
250013058,2
250011668,2
250010223,1
250008901,1
1909868,1
1907188,2
1906768,2
1906553,1
1906511,1
250197800,1
250197264,1
250196663,1
250194564,1
250193506,1
250188246,1
250187671,1
250186123,1
250182794,1
250182606,1
250181082,1
250180810,1
250178782,1
250175393,1
250172227,1
250171045,1
250170137,1
250170117,1
250169763,1
250169265,1
250168996,1
250164781,1
250164004,1
250163777,1
250161761,1
250154302,1
250153851,1
250144288,1
250143669,1
250139036,2
250138623,1
250138250,1
250137395,1
250133903,1
250132322,1
250132309,1
250130771,1
250123020,1
250121972,1
250121536,1
250118912,1
250117491,1
250117415,1
250116699,1
250112117,1
250110361,1
250105686,1
250105681,1
250104128,1
250102417,1
250099867,1
250098468,1
250096737,1
250090955,1
250090101,1
250089824,1
250088320,1
250088039,1
250081341,1
250080471,1
250080461,1
250079112,1
250067749,1
250058218,1
250057117,1
250056861,1
250056685,1
250055899,1
250054969,1
250052957,1
250042779,2
250041781,1
250041564,1
250029862,1
250029377,1
250028705,1
250027008,1
250026229,1
250024795,1
250024448,1
250023551,1
250019346,1
250007075,1
250006998,1
1905643,1
108908,1
103806,1
102153,1
250201738,1
250200307,1
250199913,1
250199902,1
250198122,1
250198120,1
250197958,1
250194557,1
250193442,1
250190378,1
250189174,1
250189107,1
250188129,1
250187793,1
250187320,1
250186116,1
250183510,1
250180309,1
250180059,1
250178067,1
250177597,1
250177333,1
250176491,1
250176485,1
250176477,1
250176187,1
250174737,1
250174602,1
250172594,1
250172062,1
250171667,1
250166680,1
250165547,1
250165236,1
250165221,1
250159294,1
250154458,1
250154309,1
250153617,1
250144964,1
250140936,1
250139028,1
250138999,1
250138626,1
250136445,1
250134952,1
250134661,1
250129343,1
250128943,1
250128391,1
250127502,1
250127024,1
250121329,1
250119144,1
250116759,1
250116654,1
250116069,1
250112513,1
250112488,1
250107509,1
250107089,1
250106789,1
250105890,1
250104101,1
250103561,1
250099399,1
250097935,1
250090719,1
250090398,1
250089688,1
250087542,1
250087431,1
250082664,1
250081931,1
250079522,1
250077644,1
250073778,1
250064310,1
250063617,1
250055149,1
250054393,1
250050416,1
250022366,1
250014114,1
250010259,1
250007631,1
250004986,1
1902445,1
